"zip","title","timeStamp","time"
19118,"Traffic: VEHICLE ACCIDENT -","2016-06-08 18:17:01",2016-06-08 18:17:01
19428,"EMS: BUILDING FIRE","2016-06-08 18:21:01",2016-06-08 18:21:01
NA,"Fire: FIRE POLICE NEEDED","2016-06-08 18:21:01",2016-06-08 18:21:01
19438,"EMS: FALL VICTIM","2016-06-08 18:22:04",2016-06-08 18:22:04
19004,"EMS: UNKNOWN MEDICAL EMERGENCY","2016-06-08 18:22:04",2016-06-08 18:22:04
19422,"Traffic: DISABLED VEHICLE -","2016-06-08 18:22:04",2016-06-08 18:22:04
19027,"Traffic: ROAD OBSTRUCTION -","2016-06-08 18:31:02",2016-06-08 18:31:02
19090,"Fire: FIRE ALARM","2016-06-08 18:42:00",2016-06-08 18:42:00
19027,"Traffic: ROAD OBSTRUCTION -","2016-06-08 18:42:01",2016-06-08 18:42:01
19090,"Fire: APPLIANCE FIRE","2016-06-08 18:47:00",2016-06-08 18:47:00
19446,"Fire: FIRE ALARM","2016-06-08 18:52:00",2016-06-08 18:52:00
NA,"EMS: VEHICLE ACCIDENT","2016-06-08 18:52:01",2016-06-08 18:52:01
19462,"EMS: HEAD INJURY","2016-06-08 18:52:02",2016-06-08 18:52:02
19401,"Traffic: DISABLED VEHICLE -","2016-06-08 18:52:02",2016-06-08 18:52:02
19027,"Traffic: VEHICLE ACCIDENT -","2016-06-08 18:56:00",2016-06-08 18:56:00
19428,"EMS: ANIMAL BITE","2016-06-08 19:12:01",2016-06-08 19:12:01
19038,"EMS: CARDIAC EMERGENCY","2016-06-08 19:12:01",2016-06-08 19:12:01
NA,"EMS: SUBJECT IN PAIN","2016-06-08 19:12:01",2016-06-08 19:12:01
NA,"Traffic: VEHICLE ACCIDENT -","2016-06-08 19:12:01",2016-06-08 19:12:01
19096,"Traffic: ROAD OBSTRUCTION -","2016-06-08 19:16:01",2016-06-08 19:16:01
NA,"EMS: GENERAL WEAKNESS","2016-06-08 19:31:01",2016-06-08 19:31:01
NA,"EMS: SEIZURES","2016-06-08 19:32:00",2016-06-08 19:32:00
19422,"Traffic: DISABLED VEHICLE -","2016-06-08 19:36:01",2016-06-08 19:36:01
19401,"EMS: FALL VICTIM","2016-06-08 19:42:00",2016-06-08 19:42:00
19010,"Fire: FIRE ALARM","2016-06-08 19:42:00",2016-06-08 19:42:00
19034,"Traffic: VEHICLE ACCIDENT -","2016-06-08 19:42:00",2016-06-08 19:42:00
19096,"Traffic: ROAD OBSTRUCTION -","2016-06-08 19:46:00",2016-06-08 19:46:00
19003,"Traffic: VEHICLE ACCIDENT -","2016-06-08 19:46:00",2016-06-08 19:46:00
19010,"EMS: HEMORRHAGING","2016-06-08 19:47:01",2016-06-08 19:47:01
19002,"Traffic: ROAD OBSTRUCTION -","2016-06-08 19:47:01",2016-06-08 19:47:01
19428,"Fire: ELECTRICAL FIRE OUTSIDE","2016-06-08 19:51:00",2016-06-08 19:51:00
19012,"EMS: DIZZINESS","2016-06-08 19:57:01",2016-06-08 19:57:01
