"zip","title","timeStamp","time"
19040,"Traffic: ROAD OBSTRUCTION -","2016-02-24 23:07:01",2016-02-24 23:07:01
19010,"Fire: FIRE ALARM","2016-02-24 23:11:01",2016-02-24 23:11:01
19525,"Fire: PUMP DETAIL","2016-02-24 23:11:01",2016-02-24 23:11:01
19454,"Fire: APPLIANCE FIRE","2016-02-24 23:12:01",2016-02-24 23:12:01
19006,"Traffic: DISABLED VEHICLE -","2016-02-24 23:12:02",2016-02-24 23:12:02
19090,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 23:12:02",2016-02-24 23:12:02
19006,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 23:12:02",2016-02-24 23:12:02
18073,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 23:12:02",2016-02-24 23:12:02
19464,"Fire: FIRE INVESTIGATION","2016-02-24 23:16:00",2016-02-24 23:16:00
19512,"Fire: PUMP DETAIL","2016-02-24 23:16:00",2016-02-24 23:16:00
19465,"Traffic: DISABLED VEHICLE -","2016-02-24 23:17:02",2016-02-24 23:17:02
19046,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 23:22:02",2016-02-24 23:22:02
18073,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 23:22:02",2016-02-24 23:22:02
19040,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 23:27:01",2016-02-24 23:27:01
19095,"Traffic: VEHICLE ACCIDENT -","2016-02-24 23:31:00",2016-02-24 23:31:00
19085,"Fire: BUILDING FIRE","2016-02-24 23:32:00",2016-02-24 23:32:00
NA,"Fire: RESCUE - WATER","2016-02-24 23:32:00",2016-02-24 23:32:00
19046,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 23:32:01",2016-02-24 23:32:01
NA,"Fire: FIRE POLICE NEEDED","2016-02-24 23:32:01",2016-02-24 23:32:01
19040,"EMS: CARDIAC EMERGENCY","2016-02-24 23:32:02",2016-02-24 23:32:02
NA,"EMS: RESCUE - WATER","2016-02-24 23:32:02",2016-02-24 23:32:02
NA,"Traffic: DISABLED VEHICLE -","2016-02-24 23:32:02",2016-02-24 23:32:02
19046,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 23:32:02",2016-02-24 23:32:02
19525,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 23:32:02",2016-02-24 23:32:02
NA,"Traffic: VEHICLE ACCIDENT -","2016-02-24 23:32:02",2016-02-24 23:32:02
18073,"Fire: FIRE POLICE NEEDED","2016-02-24 23:36:00",2016-02-24 23:36:00
19085,"EMS: BUILDING FIRE","2016-02-24 23:42:01",2016-02-24 23:42:01
19454,"EMS: SYNCOPAL EPISODE","2016-02-24 23:42:01",2016-02-24 23:42:01
19454,"Traffic: DISABLED VEHICLE -","2016-02-24 23:42:01",2016-02-24 23:42:01
19095,"Traffic: VEHICLE ACCIDENT -","2016-02-24 23:42:01",2016-02-24 23:42:01
19006,"EMS: RESPIRATORY EMERGENCY","2016-02-24 23:47:01",2016-02-24 23:47:01
19002,"Fire: FIRE ALARM","2016-02-24 23:47:01",2016-02-24 23:47:01
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 23:47:01",2016-02-24 23:47:01
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 23:47:01",2016-02-24 23:47:01
19426,"EMS: LACERATIONS","2016-02-24 23:57:00",2016-02-24 23:57:00
