"","x"
"17563",2016-03-15 14:12:00
"17564",2016-03-15 14:17:00
"17565",2016-03-15 14:22:00
"17566",2016-03-15 14:32:00
"17567",2016-03-15 14:36:01
"17568",2016-03-15 14:41:00
"17569",2016-03-15 14:42:00
"17570",2016-03-15 14:47:00
"17571",2016-03-15 14:47:00
"17572",2016-03-15 15:02:00
"17573",2016-03-15 15:02:00
"17574",2016-03-15 15:07:00
"17575",2016-03-15 15:07:01
"17576",2016-03-15 15:12:00
"17577",2016-03-15 15:12:01
"17578",2016-03-15 15:17:00
"17579",2016-03-15 15:27:00
"17580",2016-03-15 15:32:00
"17581",2016-03-15 15:37:01
"17582",2016-03-15 15:52:01
"17583",2016-03-15 15:57:01
"17584",2016-03-15 15:57:01
"17585",2016-03-15 16:02:00
"17586",2016-03-15 16:22:01
"17587",2016-03-15 16:22:01
"17588",2016-03-15 16:47:01
"17589",2016-03-15 16:56:00
"17590",2016-03-15 17:02:00
"17591",2016-03-15 17:17:00
"17592",2016-03-15 17:17:00
"17593",2016-03-15 17:17:00
"17594",2016-03-15 17:22:00
"17595",2016-03-15 17:33:00
"17596",2016-03-15 17:33:00
"17597",2016-03-15 17:33:01
"17598",2016-03-15 17:44:00
"17599",2016-03-15 17:44:00
"17600",2016-03-15 17:47:01
"17601",2016-03-15 17:55:00
"17602",2016-03-15 17:55:00
"17603",2016-03-15 18:12:00
"17604",2016-03-15 18:47:00
"17605",2016-03-15 18:51:01
"17606",2016-03-15 18:52:00
"17607",2016-03-15 18:57:02
"17608",2016-03-15 19:01:00
"17609",2016-03-15 19:07:01
"17610",2016-03-15 19:27:00
"17611",2016-03-15 19:42:00
"17612",2016-03-15 19:42:00
"17613",2016-03-15 19:42:00
"17614",2016-03-15 19:47:00
"17615",2016-03-15 19:51:00
"17616",2016-03-15 19:52:00
"17617",2016-03-15 19:52:00
"17618",2016-03-15 20:07:00
"17619",2016-03-15 20:16:00
"17620",2016-03-15 20:21:00
"17621",2016-03-15 20:22:00
"17622",2016-03-15 20:22:00
"17623",2016-03-15 20:31:01
"17624",2016-03-15 20:37:00
"17625",2016-03-15 20:37:00
"17626",2016-03-15 20:41:00
"17627",2016-03-15 20:42:01
"17628",2016-03-15 20:52:01
"17629",2016-03-15 21:02:01
"17630",2016-03-15 21:12:01
"17631",2016-03-15 21:37:00
"17632",2016-03-15 21:42:00
"17633",2016-03-15 22:02:01
"17634",2016-03-15 22:07:01
"17635",2016-03-15 22:12:04
"17636",2016-03-15 22:26:00
"17637",2016-03-15 22:37:01
"17638",2016-03-15 22:42:00
"17639",2016-03-15 23:07:00
"17640",2016-03-15 23:17:00
"17641",2016-03-15 23:42:01
"17642",2016-03-16 00:02:00
"17643",2016-03-16 00:07:00
"17644",2016-03-16 00:27:00
"17645",2016-03-16 00:37:00
"17646",2016-03-16 01:36:00
"17647",2016-03-16 01:37:00
"17648",2016-03-16 02:07:00
"17649",2016-03-16 02:12:00
"17650",2016-03-16 02:17:00
"17651",2016-03-16 02:52:00
"17652",2016-03-16 03:07:00
"17653",2016-03-16 03:12:00
"17654",2016-03-16 03:42:00
"17655",2016-03-16 03:42:00
"17656",2016-03-16 04:07:00
"17657",2016-03-16 04:42:01
"17658",2016-03-16 04:47:01
"17659",2016-03-16 05:02:00
"17660",2016-03-16 05:21:00
"17661",2016-03-16 05:37:00
"17662",2016-03-16 05:37:00
"17663",2016-03-16 05:47:01
"17664",2016-03-16 05:52:00
"17665",2016-03-16 06:17:00
"17666",2016-03-16 06:27:00
"17667",2016-03-16 06:37:00
"17668",2016-03-16 06:42:00
"17669",2016-03-16 06:47:00
"17670",2016-03-16 06:47:01
"17671",2016-03-16 06:52:00
"17672",2016-03-16 07:07:01
"17673",2016-03-16 07:07:01
"17674",2016-03-16 07:52:00
"17675",2016-03-16 07:57:00
"17676",2016-03-16 07:57:00
"17677",2016-03-16 07:57:00
"17678",2016-03-16 08:01:00
"17679",2016-03-16 08:02:01
"17680",2016-03-16 08:02:01
"17681",2016-03-16 08:17:00
"17682",2016-03-16 08:17:01
"17683",2016-03-16 08:22:00
"17684",2016-03-16 08:22:00
"17685",2016-03-16 08:27:01
"17686",2016-03-16 08:32:00
"17687",2016-03-16 08:32:00
"17688",2016-03-16 08:32:00
"17689",2016-03-16 08:37:00
"17690",2016-03-16 08:37:00
"17691",2016-03-16 08:42:01
"17692",2016-03-16 08:47:01
"17693",2016-03-16 08:47:01
"17694",2016-03-16 09:17:00
"17695",2016-03-16 09:17:01
"17696",2016-03-16 09:22:00
"17697",2016-03-16 09:27:00
"17698",2016-03-16 09:32:01
"17699",2016-03-16 09:32:01
"17700",2016-03-16 09:37:00
"17701",2016-03-16 09:47:00
"17702",2016-03-16 09:52:01
"17703",2016-03-16 09:52:01
"17704",2016-03-16 09:57:00
"17705",2016-03-16 10:06:00
"17706",2016-03-16 10:07:00
"17707",2016-03-16 10:17:00
"17708",2016-03-16 10:27:00
"17709",2016-03-16 10:52:00
"17710",2016-03-16 10:52:01
"17711",2016-03-16 10:52:01
"17712",2016-03-16 11:07:01
"17713",2016-03-16 11:17:01
"17714",2016-03-16 11:32:01
"17715",2016-03-16 11:36:00
"17716",2016-03-16 11:52:01
"17717",2016-03-16 11:52:01
"17718",2016-03-16 11:52:02
"17719",2016-03-16 12:02:00
"17720",2016-03-16 12:02:00
"17721",2016-03-16 12:02:01
"17722",2016-03-16 12:07:01
"17723",2016-03-16 12:07:01
"17724",2016-03-16 12:17:00
"17725",2016-03-16 12:27:00
"17726",2016-03-16 12:32:00
"17727",2016-03-16 12:32:00
"17728",2016-03-16 12:37:00
"17729",2016-03-16 12:42:00
"17730",2016-03-16 12:53:16
"17731",2016-03-16 12:57:00
"17732",2016-03-16 13:02:01
"17733",2016-03-16 13:12:01
"17734",2016-03-16 13:17:01
"17735",2016-03-16 13:22:01
"17736",2016-03-16 13:27:00
"17737",2016-03-16 13:32:00
"17738",2016-03-16 13:42:01
"17739",2016-03-16 13:52:00
"17740",2016-03-16 13:57:01
"17741",2016-03-16 13:57:01
"17742",2016-03-16 14:02:00
"17743",2016-03-16 14:12:00
"17744",2016-03-16 14:22:01
"17745",2016-03-16 14:27:00
"17746",2016-03-16 14:27:01
"17747",2016-03-16 14:32:00
"17748",2016-03-16 14:37:01
"17749",2016-03-16 14:42:00
"17750",2016-03-16 14:47:00
"17751",2016-03-16 14:52:00
"17752",2016-03-16 14:57:01
"17753",2016-03-16 15:12:00
"17754",2016-03-16 15:12:00
"17755",2016-03-16 15:17:00
"17756",2016-03-16 15:21:00
"17757",2016-03-16 15:27:00
"17758",2016-03-16 15:27:01
"17759",2016-03-16 15:37:01
"17760",2016-03-16 15:37:01
"17761",2016-03-16 15:41:00
"17762",2016-03-16 16:01:00
"17763",2016-03-16 16:02:00
"17764",2016-03-16 16:02:00
"17765",2016-03-16 16:02:01
"17766",2016-03-16 16:12:01
"17767",2016-03-16 16:17:01
"17768",2016-03-16 16:27:00
"17769",2016-03-16 16:27:00
"17770",2016-03-16 16:37:01
"17771",2016-03-16 16:37:01
"17772",2016-03-16 16:57:00
"17773",2016-03-16 17:07:01
"17774",2016-03-16 17:07:01
"17775",2016-03-16 17:12:01
"17776",2016-03-16 17:16:00
"17777",2016-03-16 17:27:00
"17778",2016-03-16 17:27:00
"17779",2016-03-16 17:32:01
"17780",2016-03-16 17:32:01
"17781",2016-03-16 17:37:00
"17782",2016-03-16 17:56:00
"17783",2016-03-16 18:07:00
"17784",2016-03-16 18:17:00
"17785",2016-03-16 18:22:00
"17786",2016-03-16 18:22:01
"17787",2016-03-16 18:27:00
"17788",2016-03-16 18:27:00
"17789",2016-03-16 18:32:00
"17790",2016-03-16 18:37:00
"17791",2016-03-16 18:42:00
"17792",2016-03-16 18:52:00
"17793",2016-03-16 19:02:01
"17794",2016-03-16 19:02:01
"17795",2016-03-16 19:37:00
"17796",2016-03-16 19:42:00
"17797",2016-03-16 19:42:00
"17798",2016-03-16 19:47:00
"17799",2016-03-16 19:57:01
"17800",2016-03-16 20:02:00
"17801",2016-03-16 20:22:00
"17802",2016-03-16 20:27:00
"17803",2016-03-16 20:37:00
"17804",2016-03-16 20:47:00
"17805",2016-03-16 21:07:00
"17806",2016-03-16 21:12:00
"17807",2016-03-16 21:12:01
"17808",2016-03-16 21:17:00
"17809",2016-03-16 21:27:00
"17810",2016-03-16 21:57:00
"17811",2016-03-16 22:32:00
"17812",2016-03-16 23:02:00
"17813",2016-03-16 23:12:01
"17814",2016-03-16 23:12:01
"17815",2016-03-16 23:17:00
"17816",2016-03-16 23:21:00
"17817",2016-03-16 23:22:00
"17818",2016-03-16 23:27:00
"17819",2016-03-16 23:31:00
"17820",2016-03-16 23:32:00
"17821",2016-03-16 23:52:01
"17822",2016-03-16 23:52:01
"17823",2016-03-17 00:06:00
"17824",2016-03-17 00:07:00
"17825",2016-03-17 00:07:00
"17826",2016-03-17 00:16:00
"17827",2016-03-17 00:37:01
"17828",2016-03-17 00:47:00
"17829",2016-03-17 00:47:01
"17830",2016-03-17 01:27:00
"17831",2016-03-17 01:32:01
"17832",2016-03-17 02:02:01
"17833",2016-03-17 02:22:00
"17834",2016-03-17 02:26:01
"17835",2016-03-17 02:32:00
"17836",2016-03-17 02:37:00
"17837",2016-03-17 03:22:00
"17838",2016-03-17 03:42:00
"17839",2016-03-17 03:52:01
"17840",2016-03-17 04:07:00
"17841",2016-03-17 04:17:01
"17842",2016-03-17 04:22:00
"17843",2016-03-17 06:12:00
"17844",2016-03-17 06:26:01
"17845",2016-03-17 06:27:00
"17846",2016-03-17 06:27:00
"17847",2016-03-17 06:32:00
"17848",2016-03-17 06:37:00
"17849",2016-03-17 06:57:00
"17850",2016-03-17 07:01:01
"17851",2016-03-17 07:02:01
"17852",2016-03-17 07:06:00
"17853",2016-03-17 07:27:00
"17854",2016-03-17 07:27:00
"17855",2016-03-17 07:27:00
"17856",2016-03-17 07:32:01
"17857",2016-03-17 07:32:01
"17858",2016-03-17 07:37:00
"17859",2016-03-17 07:52:00
"17860",2016-03-17 07:52:00
"17861",2016-03-17 08:01:00
"17862",2016-03-17 08:17:00
"17863",2016-03-17 08:17:01
"17864",2016-03-17 08:27:00
"17865",2016-03-17 08:27:00
"17866",2016-03-17 08:32:00
"17867",2016-03-17 08:42:00
"17868",2016-03-17 08:56:00
"17869",2016-03-17 09:01:01
"17870",2016-03-17 09:02:01
"17871",2016-03-17 09:02:01
"17872",2016-03-17 09:02:01
"17873",2016-03-17 09:07:00
"17874",2016-03-17 09:12:00
"17875",2016-03-17 09:22:01
"17876",2016-03-17 09:27:01
"17877",2016-03-17 09:42:01
"17878",2016-03-17 09:47:01
"17879",2016-03-17 09:52:00
"17880",2016-03-17 09:56:01
"17881",2016-03-17 09:57:01
"17882",2016-03-17 09:57:01
"17883",2016-03-17 09:57:01
"17884",2016-03-17 09:57:02
"17885",2016-03-17 10:02:01
"17886",2016-03-17 10:17:00
"17887",2016-03-17 10:22:01
"17888",2016-03-17 10:22:01
"17889",2016-03-17 10:22:01
"17890",2016-03-17 10:27:00
"17891",2016-03-17 10:32:00
"17892",2016-03-17 10:37:00
"17893",2016-03-17 10:37:00
"17894",2016-03-17 10:42:00
"17895",2016-03-17 10:47:00
"17896",2016-03-17 10:47:00
"17897",2016-03-17 10:47:01
"17898",2016-03-17 10:52:01
"17899",2016-03-17 10:56:00
"17900",2016-03-17 10:57:00
"17901",2016-03-17 11:12:00
"17902",2016-03-17 11:16:01
"17903",2016-03-17 11:17:00
"17904",2016-03-17 11:22:00
"17905",2016-03-17 11:27:01
"17906",2016-03-17 11:32:01
"17907",2016-03-17 11:32:01
"17908",2016-03-17 11:52:00
"17909",2016-03-17 12:02:00
"17910",2016-03-17 12:12:00
"17911",2016-03-17 12:17:01
"17912",2016-03-17 12:17:01
"17913",2016-03-17 12:22:00
"17914",2016-03-17 12:27:01
"17915",2016-03-17 12:37:01
"17916",2016-03-17 12:42:00
"17917",2016-03-17 12:47:00
"17918",2016-03-17 12:57:00
"17919",2016-03-17 12:57:00
"17920",2016-03-17 13:02:01
"17921",2016-03-17 13:07:00
"17922",2016-03-17 13:12:00
"17923",2016-03-17 13:17:01
"17924",2016-03-17 13:22:00
"17925",2016-03-17 13:22:00
"17926",2016-03-17 13:27:01
"17927",2016-03-17 13:27:01
"17928",2016-03-17 13:27:01
"17929",2016-03-17 13:27:01
"17930",2016-03-17 13:37:00
"17931",2016-03-17 14:07:00
"17932",2016-03-17 14:07:00
"17933",2016-03-17 14:12:01
"17934",2016-03-17 14:16:00
"17935",2016-03-17 14:26:01
"17936",2016-03-17 14:27:00
"17937",2016-03-17 14:32:01
"17938",2016-03-17 14:32:01
"17939",2016-03-17 14:32:01
"17940",2016-03-17 14:37:00
"17941",2016-03-17 14:37:01
"17942",2016-03-17 14:42:00
"17943",2016-03-17 14:42:00
"17944",2016-03-17 14:52:00
"17945",2016-03-17 15:01:00
"17946",2016-03-17 15:07:01
"17947",2016-03-17 15:17:00
"17948",2016-03-17 15:26:00
"17949",2016-03-17 15:27:00
"17950",2016-03-17 15:32:01
"17951",2016-03-17 15:36:01
"17952",2016-03-17 15:37:01
"17953",2016-03-17 15:42:01
"17954",2016-03-17 15:47:00
"17955",2016-03-17 15:57:00
"17956",2016-03-17 15:57:01
"17957",2016-03-17 15:57:01
"17958",2016-03-17 16:02:00
"17959",2016-03-17 16:07:00
"17960",2016-03-17 16:11:00
"17961",2016-03-17 16:12:01
"17962",2016-03-17 16:21:00
"17963",2016-03-17 16:32:01
"17964",2016-03-17 16:37:00
"17965",2016-03-17 16:37:00
"17966",2016-03-17 16:42:00
"17967",2016-03-17 16:42:00
"17968",2016-03-17 17:07:01
"17969",2016-03-17 17:07:01
"17970",2016-03-17 17:12:00
"17971",2016-03-17 17:12:01
"17972",2016-03-17 17:17:01
"17973",2016-03-17 17:31:01
"17974",2016-03-17 17:32:00
"17975",2016-03-17 17:37:00
"17976",2016-03-17 17:37:01
"17977",2016-03-17 17:37:01
"17978",2016-03-17 17:42:00
"17979",2016-03-17 17:51:00
"17980",2016-03-17 18:02:01
"17981",2016-03-17 18:07:00
"17982",2016-03-17 18:11:00
"17983",2016-03-17 18:12:00
"17984",2016-03-17 18:12:00
"17985",2016-03-17 18:12:00
"17986",2016-03-17 18:17:01
"17987",2016-03-17 18:41:00
"17988",2016-03-17 18:47:01
"17989",2016-03-17 18:52:01
"17990",2016-03-17 19:02:00
"17991",2016-03-17 19:07:00
"17992",2016-03-17 19:13:01
"17993",2016-03-17 19:17:00
"17994",2016-03-17 19:27:00
"17995",2016-03-17 19:27:01
"17996",2016-03-17 19:32:00
"17997",2016-03-17 19:32:01
"17998",2016-03-17 19:37:00
"17999",2016-03-17 19:42:00
"18000",2016-03-17 19:52:00
"18001",2016-03-17 20:02:00
"18002",2016-03-17 20:07:01
"18003",2016-03-17 20:27:01
"18004",2016-03-17 20:32:00
"18005",2016-03-17 20:32:00
"18006",2016-03-17 20:37:01
"18007",2016-03-17 20:47:00
"18008",2016-03-17 20:57:00
"18009",2016-03-17 21:26:00
"18010",2016-03-17 21:47:00
"18011",2016-03-17 22:12:00
"18012",2016-03-17 22:22:01
"18013",2016-03-17 23:02:00
"18014",2016-03-17 23:07:00
"18015",2016-03-17 23:07:00
"18016",2016-03-17 23:17:00
"18017",2016-03-17 23:21:01
"18018",2016-03-17 23:22:00
"18019",2016-03-17 23:42:00
"18020",2016-03-17 23:47:00
"18021",2016-03-17 23:51:00
"18022",2016-03-18 00:07:01
"18023",2016-03-18 00:12:01
"18024",2016-03-18 00:37:00
"18025",2016-03-18 00:52:00
"18026",2016-03-18 00:57:00
"18027",2016-03-18 01:02:00
"18028",2016-03-18 01:07:00
"18029",2016-03-18 01:16:00
"18030",2016-03-18 01:27:00
"18031",2016-03-18 02:02:00
"18032",2016-03-18 02:12:00
"18033",2016-03-18 02:47:00
"18034",2016-03-18 02:52:00
"18035",2016-03-18 02:57:00
"18036",2016-03-18 03:37:01
"18037",2016-03-18 03:42:00
"18038",2016-03-18 04:17:00
"18039",2016-03-18 04:27:01
"18040",2016-03-18 04:27:01
"18041",2016-03-18 05:22:00
"18042",2016-03-18 05:27:01
"18043",2016-03-18 05:32:00
"18044",2016-03-18 05:32:00
"18045",2016-03-18 05:42:00
"18046",2016-03-18 05:57:00
"18047",2016-03-18 06:12:01
"18048",2016-03-18 06:16:00
"18049",2016-03-18 06:27:01
"18050",2016-03-18 07:07:00
"18051",2016-03-18 07:32:00
"18052",2016-03-18 07:42:01
"18053",2016-03-18 07:42:01
"18054",2016-03-18 07:47:00
"18055",2016-03-18 07:51:00
"18056",2016-03-18 07:57:00
"18057",2016-03-18 08:02:01
"18058",2016-03-18 08:07:01
"18059",2016-03-18 08:07:01
"18060",2016-03-18 08:21:01
"18061",2016-03-18 08:22:01
"18062",2016-03-18 08:27:01
"18063",2016-03-18 08:42:00
"18064",2016-03-18 08:57:01
"18065",2016-03-18 09:07:00
"18066",2016-03-18 09:22:00
"18067",2016-03-18 09:27:00
"18068",2016-03-18 09:31:01
"18069",2016-03-18 09:32:00
"18070",2016-03-18 09:32:01
"18071",2016-03-18 09:37:00
"18072",2016-03-18 09:37:00
"18073",2016-03-18 09:47:00
"18074",2016-03-18 09:52:00
"18075",2016-03-18 09:52:00
"18076",2016-03-18 09:52:01
"18077",2016-03-18 09:52:01
"18078",2016-03-18 09:56:00
"18079",2016-03-18 09:57:00
"18080",2016-03-18 09:57:00
"18081",2016-03-18 10:07:01
"18082",2016-03-18 10:12:01
"18083",2016-03-18 10:27:00
"18084",2016-03-18 10:32:00
"18085",2016-03-18 10:32:00
"18086",2016-03-18 10:37:00
"18087",2016-03-18 10:37:00
"18088",2016-03-18 10:37:00
"18089",2016-03-18 10:42:01
"18090",2016-03-18 10:42:01
"18091",2016-03-18 10:47:01
"18092",2016-03-18 10:47:01
"18093",2016-03-18 10:57:00
"18094",2016-03-18 11:01:00
"18095",2016-03-18 11:02:00
"18096",2016-03-18 11:07:00
"18097",2016-03-18 11:07:00
"18098",2016-03-18 11:07:01
"18099",2016-03-18 11:12:00
"18100",2016-03-18 11:17:00
"18101",2016-03-18 11:22:00
"18102",2016-03-18 11:27:00
"18103",2016-03-18 11:32:00
"18104",2016-03-18 11:32:00
"18105",2016-03-18 11:32:01
"18106",2016-03-18 11:37:01
"18107",2016-03-18 11:41:01
"18108",2016-03-18 11:42:00
"18109",2016-03-18 11:42:01
"18110",2016-03-18 11:57:01
"18111",2016-03-18 12:07:00
"18112",2016-03-18 12:07:00
"18113",2016-03-18 12:12:01
"18114",2016-03-18 12:12:01
"18115",2016-03-18 12:17:01
"18116",2016-03-18 12:17:01
"18117",2016-03-18 12:22:01
"18118",2016-03-18 12:27:00
"18119",2016-03-18 12:27:00
"18120",2016-03-18 12:37:01
"18121",2016-03-18 12:42:00
"18122",2016-03-18 12:42:01
"18123",2016-03-18 13:02:00
"18124",2016-03-18 13:07:00
"18125",2016-03-18 13:17:00
"18126",2016-03-18 13:17:00
"18127",2016-03-18 13:17:01
"18128",2016-03-18 13:22:00
"18129",2016-03-18 13:27:01
"18130",2016-03-18 13:32:01
"18131",2016-03-18 13:37:00
"18132",2016-03-18 13:47:00
"18133",2016-03-18 13:52:01
"18134",2016-03-18 13:52:01
"18135",2016-03-18 13:52:01
"18136",2016-03-18 14:02:00
"18137",2016-03-18 14:02:01
"18138",2016-03-18 14:07:01
"18139",2016-03-18 14:07:01
"18140",2016-03-18 14:12:01
"18141",2016-03-18 14:32:00
"18142",2016-03-18 14:47:00
"18143",2016-03-18 14:52:01
"18144",2016-03-18 15:11:01
"18145",2016-03-18 15:12:00
"18146",2016-03-18 15:16:18
"18147",2016-03-18 15:27:01
"18148",2016-03-18 15:37:00
"18149",2016-03-18 15:42:00
"18150",2016-03-18 15:42:00
"18151",2016-03-18 15:57:01
"18152",2016-03-18 16:12:00
"18153",2016-03-18 16:12:01
"18154",2016-03-18 16:17:01
"18155",2016-03-18 16:17:01
"18156",2016-03-18 16:36:01
"18157",2016-03-18 16:56:00
"18158",2016-03-18 16:57:00
"18159",2016-03-18 17:02:01
"18160",2016-03-18 17:07:01
"18161",2016-03-18 17:07:01
"18162",2016-03-18 17:12:01
"18163",2016-03-18 17:22:00
"18164",2016-03-18 17:22:01
"18165",2016-03-18 17:32:01
"18166",2016-03-18 17:32:01
"18167",2016-03-18 17:37:00
"18168",2016-03-18 17:37:00
"18169",2016-03-18 17:47:01
"18170",2016-03-18 17:47:01
"18171",2016-03-18 18:02:01
"18172",2016-03-18 18:02:01
"18173",2016-03-18 18:07:01
"18174",2016-03-18 18:12:00
"18175",2016-03-18 18:12:00
"18176",2016-03-18 18:17:00
"18177",2016-03-18 18:22:00
"18178",2016-03-18 18:22:00
"18179",2016-03-18 18:22:01
"18180",2016-03-18 18:22:01
"18181",2016-03-18 18:27:00
"18182",2016-03-18 18:31:00
"18183",2016-03-18 18:32:00
"18184",2016-03-18 18:32:01
"18185",2016-03-18 18:57:01
"18186",2016-03-18 18:57:01
"18187",2016-03-18 19:02:00
"18188",2016-03-18 19:07:01
"18189",2016-03-18 19:12:00
"18190",2016-03-18 19:12:00
"18191",2016-03-18 19:17:01
"18192",2016-03-18 19:31:00
"18193",2016-03-18 19:32:00
"18194",2016-03-18 19:37:01
"18195",2016-03-18 19:56:00
"18196",2016-03-18 20:17:00
"18197",2016-03-18 20:22:00
"18198",2016-03-18 20:27:00
"18199",2016-03-18 20:27:00
"18200",2016-03-18 20:32:01
"18201",2016-03-18 20:42:00
"18202",2016-03-18 20:47:00
"18203",2016-03-18 20:57:00
"18204",2016-03-18 21:07:01
"18205",2016-03-18 21:07:01
"18206",2016-03-18 21:22:01
"18207",2016-03-18 21:36:01
"18208",2016-03-18 21:42:01
"18209",2016-03-18 21:47:00
"18210",2016-03-18 21:47:00
"18211",2016-03-18 22:07:00
"18212",2016-03-18 22:17:00
"18213",2016-03-18 22:22:00
"18214",2016-03-18 22:27:01
"18215",2016-03-18 22:37:00
"18216",2016-03-18 22:37:01
"18217",2016-03-18 22:42:00
"18218",2016-03-18 23:02:00
"18219",2016-03-18 23:12:01
"18220",2016-03-18 23:27:00
"18221",2016-03-18 23:27:00
"18222",2016-03-18 23:42:00
"18223",2016-03-18 23:47:01
"18224",2016-03-18 23:52:01
"18225",2016-03-19 00:01:00
"18226",2016-03-19 00:27:00
"18227",2016-03-19 00:46:00
"18228",2016-03-19 00:47:01
"18229",2016-03-19 00:47:01
"18230",2016-03-19 00:57:01
"18231",2016-03-19 01:07:01
"18232",2016-03-19 01:12:01
"18233",2016-03-19 01:22:00
"18234",2016-03-19 01:32:00
"18235",2016-03-19 01:37:01
"18236",2016-03-19 01:46:00
"18237",2016-03-19 01:57:02
"18238",2016-03-19 02:17:01
"18239",2016-03-19 02:17:01
"18240",2016-03-19 02:47:00
"18241",2016-03-19 02:47:00
"18242",2016-03-19 02:57:01
"18243",2016-03-19 03:07:00
"18244",2016-03-19 03:07:01
"18245",2016-03-19 03:37:01
"18246",2016-03-19 04:07:00
"18247",2016-03-19 04:12:01
"18248",2016-03-19 04:12:01
"18249",2016-03-19 04:17:00
"18250",2016-03-19 04:22:00
"18251",2016-03-19 04:36:00
"18252",2016-03-19 05:02:00
"18253",2016-03-19 05:22:00
"18254",2016-03-19 05:27:00
"18255",2016-03-19 05:52:00
"18256",2016-03-19 05:52:00
"18257",2016-03-19 06:02:00
"18258",2016-03-19 06:12:00
"18259",2016-03-19 06:22:00
"18260",2016-03-19 06:22:00
"18261",2016-03-19 06:27:00
"18262",2016-03-19 07:02:01
"18263",2016-03-19 07:12:00
"18264",2016-03-19 07:17:01
"18265",2016-03-19 07:32:00
"18266",2016-03-19 07:47:00
"18267",2016-03-19 07:52:00
"18268",2016-03-19 08:52:01
"18269",2016-03-19 09:02:00
"18270",2016-03-19 09:07:00
"18271",2016-03-19 09:12:01
"18272",2016-03-19 09:12:01
"18273",2016-03-19 09:17:00
"18274",2016-03-19 09:22:00
"18275",2016-03-19 09:27:01
"18276",2016-03-19 09:36:01
"18277",2016-03-19 09:36:01
"18278",2016-03-19 09:37:01
"18279",2016-03-19 09:42:01
"18280",2016-03-19 09:47:00
"18281",2016-03-19 09:57:00
"18282",2016-03-19 10:06:00
"18283",2016-03-19 10:12:00
"18284",2016-03-19 10:27:00
"18285",2016-03-19 10:41:00
"18286",2016-03-19 10:42:01
"18287",2016-03-19 10:42:01
"18288",2016-03-19 10:52:00
"18289",2016-03-19 10:56:00
"18290",2016-03-19 10:57:01
"18291",2016-03-19 11:01:01
"18292",2016-03-19 11:02:01
"18293",2016-03-19 11:12:00
"18294",2016-03-19 11:32:01
"18295",2016-03-19 11:37:00
"18296",2016-03-19 11:47:00
"18297",2016-03-19 11:52:00
"18298",2016-03-19 11:52:00
"18299",2016-03-19 11:57:00
"18300",2016-03-19 12:02:00
"18301",2016-03-19 12:22:00
"18302",2016-03-19 12:22:00
"18303",2016-03-19 12:32:00
"18304",2016-03-19 12:37:00
"18305",2016-03-19 12:42:01
"18306",2016-03-19 12:52:01
"18307",2016-03-19 13:02:01
"18308",2016-03-19 13:02:01
"18309",2016-03-19 13:07:01
"18310",2016-03-19 13:12:01
"18311",2016-03-19 13:37:00
"18312",2016-03-19 13:42:01
"18313",2016-03-19 13:46:00
"18314",2016-03-19 13:47:01
"18315",2016-03-19 13:57:01
"18316",2016-03-19 14:01:00
"18317",2016-03-19 14:02:00
"18318",2016-03-19 14:02:00
"18319",2016-03-19 14:17:00
"18320",2016-03-19 14:17:01
"18321",2016-03-19 14:32:00
"18322",2016-03-19 14:37:01
"18323",2016-03-19 14:37:01
"18324",2016-03-19 14:37:01
"18325",2016-03-19 14:52:01
"18326",2016-03-19 15:27:01
"18327",2016-03-19 15:32:00
"18328",2016-03-19 15:37:01
"18329",2016-03-19 15:42:00
"18330",2016-03-19 15:42:00
"18331",2016-03-19 15:47:00
"18332",2016-03-19 15:52:01
"18333",2016-03-19 16:02:00
"18334",2016-03-19 16:06:00
"18335",2016-03-19 16:12:00
"18336",2016-03-19 16:22:00
"18337",2016-03-19 16:27:01
"18338",2016-03-19 16:27:01
"18339",2016-03-19 16:32:00
"18340",2016-03-19 16:37:01
"18341",2016-03-19 16:37:02
"18342",2016-03-19 16:42:00
"18343",2016-03-19 16:42:00
"18344",2016-03-19 16:52:00
"18345",2016-03-19 16:52:00
"18346",2016-03-19 16:57:00
"18347",2016-03-19 17:01:00
"18348",2016-03-19 17:12:00
"18349",2016-03-19 17:26:00
"18350",2016-03-19 17:37:01
"18351",2016-03-19 17:37:01
"18352",2016-03-19 17:56:00
"18353",2016-03-19 17:57:00
"18354",2016-03-19 17:57:00
"18355",2016-03-19 17:57:00
"18356",2016-03-19 18:12:00
"18357",2016-03-19 18:22:00
"18358",2016-03-19 18:37:01
"18359",2016-03-19 18:42:01
"18360",2016-03-19 18:47:01
"18361",2016-03-19 18:52:00
"18362",2016-03-19 18:52:01
"18363",2016-03-19 19:02:01
"18364",2016-03-19 19:02:01
"18365",2016-03-19 19:17:00
"18366",2016-03-19 19:17:00
"18367",2016-03-19 19:27:01
"18368",2016-03-19 19:27:01
"18369",2016-03-19 19:27:01
"18370",2016-03-19 19:32:01
"18371",2016-03-19 19:42:01
"18372",2016-03-19 19:42:01
"18373",2016-03-19 19:42:01
"18374",2016-03-19 19:47:00
"18375",2016-03-19 19:52:00
"18376",2016-03-19 19:57:00
"18377",2016-03-19 19:57:00
"18378",2016-03-19 20:07:00
"18379",2016-03-19 20:07:00
"18380",2016-03-19 20:11:00
"18381",2016-03-19 20:21:00
"18382",2016-03-19 20:27:00
"18383",2016-03-19 20:32:00
"18384",2016-03-19 20:37:00
"18385",2016-03-19 20:37:00
